creator_id,content_vertical,region,tenure_days,live_sessions_28d,avg_session_min,avg_concurrent_viewers,total_watch_time_hrs_28d,new_followers_28d,follower_base,follower_growth_rate_28d,unique_gifters_28d,diamonds_28d,repeat_gifter_rate,comments_per_session,community_guideline_strikes_90d,est_monthly_revenue_usd,days_since_last_live,R_score,F_score,M_score,RFM_score,cluster,segment,high_potential,high_potential_proba
C100476,Gaming,Italy,351,6,67.32979838661113,68.2135926139063,459.3,79,772,0.1023,5,786.0,0.255,14.2,0,3.93,0,5,1,3,9,3,Steady Core,0,0.062421470386256055
C100477,Music & Dance,Germany,227,11,56.85510126772741,122.87708944041806,1280.8,55,633,0.0869,10,321.0,0.431,11.5,0,1.6,0,5,4,2,11,3,Steady Core,0,0.3060085884493688
C100478,Cooking & Food,Spain,729,10,22.591945888239394,245.94832960649404,926.1,140,3511,0.0399,7,908.0,0.418,23.3,0,4.54,3,2,3,4,9,0,High-Reach Veterans,0,0.02282465147158475
C100479,Music & Dance,Italy,31,9,42.949678489202405,16.325348166983915,105.2,11,50,0.22,2,796.0,0.098,67.4,0,3.98,0,5,2,3,10,3,Steady Core,0,0.2751830756105968
C100480,Education/Talk,Spain,534,13,58.94112456196318,102.27002092390198,1306.0,43,597,0.072,5,185.0,0.755,29.5,0,0.92,7,1,5,1,7,1,At Risk / Dormant,0,0.09083607071742453
C100481,Education/Talk,Spain,188,8,13.789140209853139,65.85538367259032,121.1,8,97,0.0825,3,147.0,0.148,23.7,0,0.74,8,1,2,1,4,1,At Risk / Dormant,0,0.027239052366044163
C100482,Music & Dance,Germany,505,10,37.85690347051713,119.92671560116388,756.7,42,909,0.0462,12,1297.0,0.093,47.8,0,6.48,5,2,3,4,9,1,At Risk / Dormant,0,0.007779284335575235
C100483,Education/Talk,France,647,12,32.841080198628724,164.56418074024802,1080.9,18,343,0.0525,7,128.0,0.155,31.6,2,0.64,6,1,4,1,6,1,At Risk / Dormant,0,0.0075988153005875645
C100484,Education/Talk,Italy,48,9,24.224025094163398,58.28290939322877,211.8,95,152,0.625,3,230.0,0.141,23.7,0,1.15,4,2,2,1,5,2,Rising Talent,1,0.7695162805783222
C100485,Cooking & Food,Germany,487,7,45.6885250363427,22.583889714428462,120.4,70,994,0.0704,3,225.0,0.465,61.6,1,1.12,0,5,1,1,7,3,Steady Core,0,0.07019976643877443
C100486,Gaming,Spain,445,12,48.782671278733986,32.25505528626961,314.7,55,416,0.1322,4,1468.0,0.417,51.9,0,7.34,0,5,4,5,14,4,Star Creators,0,0.15315983891763085
C100487,Beauty & Fashion,Germany,408,10,24.33412465099262,55.90119263238237,226.7,25,125,0.2,3,887.0,0.342,45.9,0,4.44,7,1,3,4,8,1,At Risk / Dormant,0,0.15012268143047766
C100488,Cooking & Food,France,552,14,41.878559113360716,91.39156213460983,893.0,29,442,0.0656,0,2868.0,0.149,6.4,0,14.34,4,2,5,5,12,4,Star Creators,0,0.019401234386650708
C100489,Cooking & Food,Poland,351,9,30.992568655977895,74.92343233647432,348.3,29,365,0.0795,6,499.0,0.184,48.7,0,2.5,2,3,2,2,7,3,Steady Core,0,0.1025694705459439
C100490,Music & Dance,Italy,51,5,28.14120582216432,63.40218500264603,148.7,26,50,0.52,5,636.0,0.054,71.9,0,3.18,6,1,1,3,5,2,Rising Talent,1,0.6880957255136686
C100491,Education/Talk,France,652,12,26.736846230992693,148.7931092976097,795.7,25,147,0.1701,8,426.0,0.315,8.4,0,2.13,0,5,4,2,11,3,Steady Core,0,0.02365188025914012
C100492,Beauty & Fashion,UK,27,9,41.540766121639095,52.31009257439157,326.0,5,50,0.1,1,278.0,0.09,39.0,0,1.39,1,4,2,1,7,3,Steady Core,0,0.10236722623896606
C100493,Beauty & Fashion,Italy,640,12,49.08514817782758,87.96133638128404,863.5,2,50,0.04,8,210.0,0.478,51.3,0,1.05,1,4,4,1,9,3,Steady Core,0,0.014435132252224167
C100494,Music & Dance,France,76,5,36.00801945738167,136.26574962000709,408.9,31,50,0.62,5,235.0,0.352,78.3,0,1.18,0,5,1,1,7,2,Rising Talent,1,0.9609556484650342
C100495,Beauty & Fashion,Spain,54,10,43.16662000503518,10.524158642217941,75.7,18,50,0.36,2,395.0,0.154,36.6,1,1.98,5,2,3,2,7,2,Rising Talent,0,0.3626643907720249
C100496,Education/Talk,Italy,497,12,64.59894360002846,11.32252420272793,146.3,36,708,0.0508,5,631.0,0.491,55.8,0,3.16,6,1,4,3,8,1,At Risk / Dormant,0,0.052212753177480614
C100497,Gaming,Italy,557,12,19.340329985335448,112.311046176537,434.4,22,171,0.1287,12,1561.0,0.287,54.5,0,7.81,3,2,4,5,11,4,Star Creators,0,0.05063383680788138
C100498,Cooking & Food,Germany,293,9,38.31829568795039,75.49435754724598,433.9,26,180,0.1444,3,756.0,0.101,36.5,0,3.78,2,3,2,3,8,3,Steady Core,0,0.05054891699057443
C100499,Cooking & Food,Spain,16,8,45.08684360095957,38.63967165712214,232.3,46,59,0.7797,1,92.0,0.296,16.2,0,0.46,3,2,2,1,5,2,Rising Talent,1,0.7885973571230769
C100500,Education/Talk,UK,548,13,36.930028026119295,60.39316036575077,483.2,27,271,0.0996,8,1590.0,0.125,35.2,0,7.95,9,1,5,5,11,4,Star Creators,0,0.005807995654707075
C100501,Music & Dance,Poland,280,11,69.64652261168511,105.32231859748418,1344.8,55,540,0.1019,11,249.0,0.478,59.2,1,1.25,1,4,4,1,9,3,Steady Core,1,0.6439780121100704
C100502,Beauty & Fashion,France,606,6,67.98255557391926,39.12538019729017,266.0,99,1732,0.0572,1,1457.0,0.457,47.9,0,7.28,1,4,1,5,10,4,Star Creators,0,0.037426099674337035
C100503,Comedy & Lifestyle,Germany,387,16,46.17287975966373,19.395556802171235,238.8,16,372,0.043,7,1482.0,0.349,90.5,0,7.41,3,2,5,5,12,4,Star Creators,0,0.3173377722141703
C100504,Education/Talk,France,335,12,34.64576941741302,148.10837492987207,1026.3,17,319,0.0533,4,195.0,0.276,48.6,0,0.98,4,2,4,1,7,1,At Risk / Dormant,0,0.1900480469064175
C100505,Beauty & Fashion,UK,485,10,49.65474211492935,46.554585712532294,385.3,47,1551,0.0303,12,399.0,0.302,22.3,0,2.0,2,3,3,2,8,3,Steady Core,0,0.004906209541567016
C100506,Cooking & Food,UK,21,8,45.24948126038509,37.43267856309796,225.8,68,99,0.6869,1,182.0,0.107,23.5,0,0.91,7,1,2,1,4,2,Rising Talent,0,0.649513131593138
C100507,Comedy & Lifestyle,Italy,522,10,5.0,50.43105832705216,42.0,103,2306,0.0447,10,1631.0,0.231,17.5,0,8.15,1,4,3,5,12,4,Star Creators,0,0.0037935909779110927
C100508,Cooking & Food,UK,197,10,33.21101832570163,30.1930977277317,167.1,28,360,0.0778,2,227.0,0.592,72.7,0,1.14,4,2,3,1,6,1,At Risk / Dormant,0,0.44609804199384057
C100509,Comedy & Lifestyle,France,174,12,33.44315919875029,102.6713159725167,686.7,57,320,0.1781,1,668.0,0.388,35.5,0,3.34,4,2,4,3,9,1,At Risk / Dormant,0,0.20000493132957126
C100510,Education/Talk,Spain,527,15,45.04564390997963,90.15958458789143,1015.3,5,109,0.0459,6,413.0,0.277,40.2,0,2.06,1,4,5,2,11,4,Star Creators,0,0.0162805163515795
C100511,Music & Dance,Spain,627,14,41.7236635342711,119.74366172110572,1165.8,53,1032,0.0514,8,1309.0,0.367,42.3,0,6.54,0,5,5,4,14,4,Star Creators,0,0.020449035334664013
C100512,Cooking & Food,Italy,143,7,32.036240685138225,10.623699977333855,39.7,2,50,0.04,3,673.0,0.517,30.7,0,3.36,7,1,1,3,5,1,At Risk / Dormant,0,0.15223156188874976
C100513,Comedy & Lifestyle,Poland,160,7,25.35957989929634,52.15635706017572,154.3,31,64,0.4844,3,408.0,0.357,82.2,0,2.04,2,3,1,2,6,2,Rising Talent,1,0.9191407938911059
C100514,Gaming,France,394,7,55.22152593164077,43.53021100664164,280.4,72,1573,0.0458,9,855.0,0.603,20.8,0,4.28,0,5,1,4,10,3,Steady Core,0,0.22417790470626694
C100515,Gaming,France,215,7,71.79075998643718,254.63312117424263,2132.7,20,290,0.069,7,135.0,0.321,17.1,0,0.68,12,1,1,1,3,0,High-Reach Veterans,0,0.18329263025403617
C100516,Music & Dance,UK,278,4,28.97039699030682,36.473590401477786,70.4,22,74,0.2973,5,655.0,0.376,31.3,0,3.28,1,4,1,3,8,3,Steady Core,0,0.37608698194741597
C100517,Comedy & Lifestyle,France,149,9,16.150800850714706,137.86608980711853,334.0,26,218,0.1193,2,607.0,0.458,45.9,0,3.04,2,3,2,3,8,1,At Risk / Dormant,0,0.2976242468360949
C100518,Cooking & Food,Germany,617,16,33.53504588254136,95.47774133372235,853.8,40,562,0.0712,12,933.0,0.225,47.9,0,4.66,2,3,5,4,12,4,Star Creators,0,0.0066650933990693014
C100519,Gaming,Poland,75,7,41.48419810136525,16.4895337730759,79.8,17,50,0.34,1,1141.0,0.361,18.8,0,5.7,1,4,1,4,9,3,Steady Core,0,0.3183885025886482
C100520,Education/Talk,UK,253,8,57.82039097098595,112.20904557010226,865.1,73,923,0.0791,1,615.0,0.396,3.1,2,3.08,0,5,2,3,10,3,Steady Core,0,0.10407866051935417
C100521,Music & Dance,Germany,267,12,21.530698428618624,184.23609474710537,793.3,60,174,0.3448,6,988.0,0.449,24.4,1,4.94,4,2,4,4,10,0,High-Reach Veterans,1,0.4810086173449906
C100522,Cooking & Food,Italy,85,6,25.58413875590661,125.80998404388126,321.9,29,89,0.3258,2,518.0,0.119,40.3,0,2.59,0,5,1,2,8,3,Steady Core,0,0.34113714749124396
C100523,Comedy & Lifestyle,Spain,664,12,5.0,132.0878412032043,132.1,15,82,0.1829,14,1452.0,0.714,18.0,0,7.26,4,2,4,5,11,4,Star Creators,0,0.0618656538457562
C100524,Comedy & Lifestyle,Italy,629,16,63.968467724653934,55.101615632358396,939.9,88,2304,0.0382,9,287.0,0.557,31.3,0,1.44,6,1,5,1,7,1,At Risk / Dormant,0,0.025803936706091365
C100525,Music & Dance,Spain,611,14,50.385620252305586,59.84577000486361,703.6,55,1212,0.0454,16,2727.0,0.312,50.6,0,13.64,0,5,5,5,15,4,Star Creators,0,0.007970534513466493
C100526,Music & Dance,Italy,531,13,36.46305817737447,135.71242552197344,1072.2,37,1245,0.0297,11,834.0,0.266,44.0,1,4.17,5,2,5,3,10,4,Star Creators,0,0.011625112840980351
C100527,Beauty & Fashion,France,627,11,15.165927821132353,21.103699554295762,58.7,46,1489,0.0309,6,1640.0,0.307,12.0,0,8.2,4,2,4,5,11,4,Star Creators,0,0.005994124709198869
C100528,Gaming,Germany,336,13,19.851430952809483,27.622819696511968,118.8,97,515,0.1883,6,248.0,0.313,43.5,0,1.24,0,5,5,1,11,3,Steady Core,0,0.15676683668353555
C100529,Comedy & Lifestyle,Spain,195,13,47.39610402140149,59.56888299888044,611.7,57,328,0.1738,3,1674.0,0.084,58.7,0,8.37,3,2,5,5,12,4,Star Creators,0,0.1351864844251171
C100530,Comedy & Lifestyle,UK,101,15,21.146917963387747,86.38724956075836,456.7,18,117,0.1538,3,396.0,0.455,7.0,0,1.98,2,3,5,2,10,4,Star Creators,0,0.17753841826390576
C100531,Cooking & Food,Germany,623,7,34.73207727986711,66.7778768691157,270.6,168,5436,0.0309,9,291.0,0.351,25.9,0,1.46,0,5,1,1,7,3,Steady Core,0,0.0036434761997269486
C100532,Cooking & Food,UK,14,6,62.36196427117418,110.75215674585638,690.7,34,54,0.6296,1,329.0,0.187,46.4,0,1.64,2,3,1,2,6,2,Rising Talent,1,0.911578460180279
C100533,Music & Dance,Germany,73,5,38.722041352576,71.43564669349931,230.5,11,50,0.22,3,869.0,0.192,56.0,0,4.34,14,1,1,4,6,1,At Risk / Dormant,0,0.306911124560747
C100534,Comedy & Lifestyle,Germany,502,10,23.665083341441964,66.50430750003794,262.3,26,420,0.0619,8,2029.0,0.236,41.9,1,10.14,4,2,3,5,10,4,Star Creators,0,0.007412167707005886
C100535,Cooking & Food,Italy,197,11,38.69360267770187,25.992131679768633,184.4,33,282,0.117,4,565.0,0.376,33.5,0,2.82,1,4,4,3,11,4,Star Creators,0,0.10315760245863831
C100536,Comedy & Lifestyle,Spain,372,9,19.1050924715152,29.484442716097465,84.5,18,366,0.0492,4,884.0,0.123,46.4,0,4.42,3,2,2,4,8,1,At Risk / Dormant,0,0.0774735006072681
C100537,Beauty & Fashion,Spain,527,9,60.79976795494105,130.94373084537688,1194.2,161,1349,0.1193,8,1372.0,0.543,30.8,0,6.86,5,2,2,5,9,4,Star Creators,0,0.03853140784991806
C100538,Music & Dance,Germany,123,3,72.87058353630253,28.153875178030805,102.6,28,229,0.1223,6,362.0,0.091,21.4,0,1.81,0,5,1,2,8,3,Steady Core,0,0.09248474920643232
C100539,Gaming,France,273,11,39.044910858834406,89.40261224079283,640.0,16,98,0.1633,11,621.0,0.388,16.9,0,3.1,3,2,4,3,9,1,At Risk / Dormant,1,0.5490233234296668
C100540,Cooking & Food,France,617,12,20.463572164704864,25.034064758318948,102.5,152,3301,0.046,9,1714.0,0.191,28.4,0,8.57,2,3,4,5,12,4,Star Creators,0,0.005583108971316368
C100541,Education/Talk,UK,491,10,31.47479709920655,30.868033111443108,161.9,4,50,0.08,7,604.0,0.259,43.4,0,3.02,1,4,3,3,10,3,Steady Core,0,0.010957064296655234
C100542,Beauty & Fashion,UK,515,11,30.565015818718578,75.92117805242697,425.4,59,1257,0.0469,8,1510.0,0.185,45.0,0,7.55,5,2,4,5,11,4,Star Creators,0,0.003917246051239555
C100543,Education/Talk,Italy,304,8,44.828857673166574,24.397328001034253,145.8,34,322,0.1056,1,175.0,0.139,58.7,0,0.88,3,2,2,1,5,1,At Risk / Dormant,0,0.14625212943621635
C100544,Education/Talk,Germany,170,7,55.65393343346842,116.07915241873158,753.7,8,50,0.16,1,172.0,0.458,17.6,0,0.86,4,2,1,1,4,1,At Risk / Dormant,0,0.20840909689639237
C100545,Beauty & Fashion,UK,382,12,19.452310538621152,12.283900348673109,47.8,117,3022,0.0387,6,707.0,0.268,43.5,0,3.54,3,2,4,3,9,1,At Risk / Dormant,0,0.08092075027379056
C100546,Gaming,UK,659,9,60.1963721761694,34.29472018092286,309.7,41,919,0.0446,4,3611.0,0.356,28.6,0,18.06,6,1,2,5,8,1,At Risk / Dormant,0,0.018307216197666683
C100547,Education/Talk,Poland,274,7,48.69181261138642,146.19439657355562,830.5,21,190,0.1105,2,730.0,0.429,15.4,0,3.65,4,2,1,3,6,1,At Risk / Dormant,0,0.15114910997022585
C100548,Music & Dance,Germany,555,11,35.59810492927118,222.29098132790892,1450.7,94,1885,0.0499,9,915.0,0.402,37.4,0,4.58,4,2,4,4,10,0,High-Reach Veterans,0,0.015151519468644622
C100549,Comedy & Lifestyle,Italy,80,11,21.50421979957157,107.21843844731379,422.7,24,50,0.48,3,534.0,0.134,47.0,1,2.67,1,4,4,2,10,2,Rising Talent,1,0.7794662712843947
C100550,Music & Dance,UK,514,10,47.76653798720507,42.02263734323429,334.5,24,393,0.0611,14,725.0,0.412,26.8,0,3.62,7,1,3,3,7,1,At Risk / Dormant,0,0.01743430744602112
C100551,Comedy & Lifestyle,Italy,79,11,21.972098656139046,43.00761666118521,173.2,14,50,0.28,1,451.0,0.654,46.7,0,2.26,0,5,4,2,11,3,Steady Core,0,0.699536324114418
C100552,Music & Dance,Spain,314,9,65.46177655867082,90.40307184358,887.7,95,1081,0.0879,6,1972.0,0.238,87.2,0,9.86,1,4,2,5,11,4,Star Creators,0,0.4863175623050673
C100553,Music & Dance,Italy,205,11,23.58428594342201,52.61205250597941,227.5,25,306,0.0817,5,1012.0,0.313,45.3,0,5.06,8,1,4,4,9,1,At Risk / Dormant,0,0.15207317162137385
C100554,Comedy & Lifestyle,France,136,6,49.69793183206423,78.3122173918264,389.2,91,245,0.3714,3,173.0,0.191,62.4,1,0.86,0,5,1,1,7,3,Steady Core,1,0.8376006952634315
C100555,Music & Dance,France,578,11,43.92798088610591,217.06195975694067,1748.1,23,596,0.0386,1,1405.0,0.523,66.7,0,7.02,8,1,4,5,10,0,High-Reach Veterans,0,0.0531706530029343
C100556,Gaming,Italy,621,10,31.908752081246377,96.65101549680672,514.0,44,286,0.1538,9,589.0,0.417,26.0,0,2.94,2,3,3,3,9,1,At Risk / Dormant,0,0.09104747116208867
C100557,Gaming,France,493,9,40.14903288625277,31.520910560271272,189.8,27,363,0.0744,12,1346.0,0.266,15.4,0,6.73,0,5,2,4,11,3,Steady Core,0,0.011336780956665439
C100558,Comedy & Lifestyle,Spain,157,3,58.87970967618998,79.93745299563204,235.3,44,253,0.1739,4,95.0,0.301,31.8,0,0.48,5,2,1,1,4,1,At Risk / Dormant,0,0.13651201773078894
C100559,Education/Talk,Germany,675,14,18.827752751602468,110.8441898160996,487.0,227,1945,0.1167,6,1196.0,0.585,40.8,0,5.98,1,4,5,4,13,4,Star Creators,0,0.03785627272560974
C100560,Comedy & Lifestyle,France,212,8,33.14029942294116,108.4428773793679,479.2,32,278,0.1151,4,363.0,0.112,57.6,0,1.82,4,2,2,2,6,1,At Risk / Dormant,0,0.2803981136320398
C100561,Beauty & Fashion,France,185,7,23.72384652969218,74.94773392431246,207.4,35,174,0.2011,2,954.0,0.166,25.6,0,4.77,6,1,1,4,6,1,At Risk / Dormant,0,0.04907991747356627
C100562,Gaming,Italy,203,12,41.304891596123134,147.14548376968074,1215.6,21,290,0.0724,8,381.0,0.426,27.3,0,1.9,3,2,4,2,8,1,At Risk / Dormant,0,0.3255500261588699
C100563,Gaming,Spain,95,2,29.67574393477222,52.66447361545016,52.1,6,50,0.12,4,127.0,0.299,27.0,0,0.64,6,1,1,1,3,1,At Risk / Dormant,0,0.1049791267079354
C100564,Beauty & Fashion,Germany,440,9,8.478781364200785,204.77493789528728,260.4,39,393,0.0992,2,1638.0,0.081,40.8,0,8.19,10,1,3,5,9,0,High-Reach Veterans,0,0.09397861707170109
C100565,Education/Talk,Italy,189,10,21.090230475616025,149.5947312878013,525.8,41,111,0.3694,3,441.0,0.511,25.0,0,2.2,3,2,3,2,7,2,Rising Talent,0,0.5134873200490658
C100566,Music & Dance,Italy,215,9,77.43622286149318,113.05535997217257,1313.2,19,50,0.38,3,774.0,0.062,26.7,0,3.87,0,5,3,3,11,3,Steady Core,0,0.26743977457698276
C100567,Music & Dance,Poland,499,14,50.311200120082326,202.5072922825201,2377.3,15,102,0.1471,10,2047.0,0.359,46.3,0,10.24,4,2,5,5,12,0,High-Reach Veterans,0,0.02993511413692166
C100568,Cooking & Food,Spain,136,6,36.276159266765106,103.49375569257631,375.4,1,50,0.02,2,566.0,0.146,36.2,0,2.83,2,3,1,3,7,3,Steady Core,0,0.0729985125272079
C100569,Beauty & Fashion,Germany,671,16,30.760814149870427,78.31111915667913,642.4,177,7096,0.0249,13,1534.0,0.288,28.6,0,7.67,3,2,5,5,12,4,Star Creators,0,0.003629735473528357
C100570,Music & Dance,Spain,19,11,44.4933042298712,114.77364754977381,936.2,13,50,0.26,2,498.0,0.343,57.4,0,2.49,3,2,4,2,8,1,At Risk / Dormant,0,0.7149564640956443
C100571,Comedy & Lifestyle,Germany,640,15,32.83574433115869,136.14699008143793,1117.6,81,1682,0.0482,3,2177.0,0.783,65.6,0,10.88,5,2,5,5,12,4,Star Creators,0,0.07899962347663508
C100572,Music & Dance,Spain,112,4,55.77510635530077,96.12791193323893,357.4,50,165,0.303,4,536.0,0.33,56.3,0,2.68,4,2,1,2,5,1,At Risk / Dormant,0,0.7155679942545488
C100573,Education/Talk,Italy,381,16,40.16334609527966,141.68023812784494,1517.4,101,1811,0.0558,5,74.0,0.115,51.1,0,0.37,1,4,5,1,10,3,Steady Core,0,0.13648355473661006
C100574,Comedy & Lifestyle,Italy,588,7,20.04562337476389,164.28923919423906,384.2,35,395,0.0886,8,1226.0,0.264,6.5,2,6.13,5,2,1,4,7,1,At Risk / Dormant,0,0.021678471307172938
C100575,Cooking & Food,UK,713,15,36.86557416923474,102.95834570181113,948.9,85,3980,0.0214,1,58.0,0.289,114.7,0,0.29,6,1,5,1,7,1,At Risk / Dormant,0,0.07577410719759901
C100576,Gaming,France,704,8,5.0,248.16493032947193,165.4,91,3339,0.0273,6,1462.0,0.629,49.5,0,7.31,0,5,2,5,12,0,High-Reach Veterans,0,0.035085273126853306
C100577,Cooking & Food,Poland,105,6,39.14749359540844,189.29194732635833,741.0,44,303,0.1452,1,835.0,0.149,24.4,0,4.18,1,4,1,3,8,3,Steady Core,0,0.0953941801773177
C100578,Music & Dance,Spain,600,15,18.017541291687834,556.2771756509248,2505.7,81,1211,0.0669,10,1747.0,0.414,42.7,0,8.74,15,1,5,5,11,0,High-Reach Veterans,0,0.041235006166484144
C100579,Beauty & Fashion,Poland,593,12,33.55917370744886,119.70777447357526,803.5,68,1759,0.0387,20,1116.0,0.568,17.1,0,5.58,0,5,4,4,13,4,Star Creators,0,0.03210813926060864
C100580,Music & Dance,UK,198,11,22.204761737674314,150.95790144130305,614.5,13,134,0.097,5,807.0,0.283,66.7,0,4.04,0,5,4,3,12,4,Star Creators,0,0.6016892563412722
C100581,Cooking & Food,France,331,10,33.29023059334663,283.3721741362802,1572.3,63,1064,0.0592,9,149.0,0.356,10.0,0,0.74,3,2,3,1,6,0,High-Reach Veterans,0,0.266180792356375
C100582,Music & Dance,Spain,473,10,56.776431125886326,74.8340408191064,708.1,47,211,0.2227,15,1392.0,0.574,25.1,0,6.96,1,4,3,5,12,4,Star Creators,0,0.07382204004895672
C100583,Beauty & Fashion,Germany,373,13,57.5424062787437,113.35332136149464,1413.2,109,2780,0.0392,7,356.0,0.059,13.5,0,1.78,4,2,5,2,9,1,At Risk / Dormant,0,0.07714802105192854
C100584,Education/Talk,France,324,8,13.067598692310606,118.99564228865644,207.3,62,1288,0.0481,0,258.0,0.191,54.3,0,1.29,1,4,2,1,7,3,Steady Core,0,0.20154975107185144
C100585,Beauty & Fashion,Italy,150,10,49.63209433506702,211.46132883259875,1749.2,3,50,0.06,5,480.0,0.372,49.7,0,2.4,2,3,3,2,8,0,High-Reach Veterans,0,0.395084789683834
C100586,Gaming,UK,390,9,44.36074869679449,217.15445722369404,1445.0,17,271,0.0627,6,1938.0,0.54,18.3,0,9.69,25,1,3,5,9,0,High-Reach Veterans,0,0.32688320065492676
C100587,Gaming,France,222,17,33.88799124915677,70.64552797579684,678.3,22,132,0.1667,1,586.0,0.286,56.4,0,2.93,1,4,5,3,12,4,Star Creators,0,0.1870901744247164
C100588,Gaming,France,367,9,55.677417091070275,97.17689049488105,811.6,39,875,0.0446,6,315.0,0.314,95.7,2,1.58,0,5,3,2,10,3,Steady Core,1,0.6955755096038612
C100589,Gaming,Italy,330,13,37.75335268046628,44.04584905560953,360.3,153,2537,0.0603,12,924.0,0.33,39.2,0,4.62,5,2,5,4,11,4,Star Creators,0,0.2640015886400967
C100590,Gaming,Spain,21,5,54.91554929521222,16.777059415298833,76.8,33,50,0.66,3,410.0,0.637,36.0,0,2.05,3,2,1,2,5,2,Rising Talent,1,0.8856582970756637
C100591,Education/Talk,Germany,223,8,22.127549733388086,93.15448824010339,274.8,17,50,0.34,3,552.0,0.531,65.1,0,2.76,2,3,2,3,8,2,Rising Talent,1,0.886219210109716
C100592,Beauty & Fashion,Italy,498,13,25.505044515555614,114.97226617217635,635.3,90,1156,0.0779,8,2253.0,0.413,17.0,0,11.26,9,1,5,5,11,4,Star Creators,0,0.015231081197894368
C100593,Beauty & Fashion,Germany,553,11,49.15400079191899,78.0923589653387,703.7,63,366,0.1721,11,757.0,0.099,43.5,0,3.78,0,5,4,3,12,3,Steady Core,0,0.028322897768052666
C100594,Cooking & Food,Spain,189,12,54.416957460878514,26.402089245816228,287.3,53,167,0.3174,2,222.0,0.531,29.0,0,1.11,2,3,4,1,8,3,Steady Core,0,0.36945032733208044
C100595,Music & Dance,France,276,7,44.81687796651944,58.256577411479796,304.6,27,346,0.078,6,1301.0,0.12,11.2,0,6.5,0,5,1,4,10,3,Steady Core,0,0.04523781754949379
C100596,Education/Talk,Germany,473,11,5.0,315.5620950005302,289.3,203,5101,0.0398,1,325.0,0.28,90.0,0,1.62,0,5,4,2,11,0,High-Reach Veterans,0,0.06569162308265947
C100597,Beauty & Fashion,UK,618,10,32.01426076087318,44.58899801320459,237.9,166,3737,0.0444,6,1281.0,0.373,84.7,0,6.4,2,3,3,4,10,4,Star Creators,0,0.07936779401166746
C100598,Beauty & Fashion,UK,525,7,35.48639176733645,20.377107687636737,84.4,82,1911,0.0429,7,1135.0,0.307,53.8,0,5.68,11,1,1,4,6,1,At Risk / Dormant,0,0.020590564648354005
C100599,Gaming,Italy,548,11,37.8100792195229,162.879089564025,1129.1,38,366,0.1038,12,725.0,0.241,7.9,1,3.62,5,2,4,3,9,0,High-Reach Veterans,0,0.028132200924583982
C100600,Beauty & Fashion,Spain,473,6,40.04507842498297,56.39320148426192,225.8,88,1136,0.0775,3,1831.0,0.226,24.7,0,9.15,1,4,1,5,10,3,Steady Core,0,0.006536472996444735
C100601,Beauty & Fashion,Italy,311,5,27.84635108604017,115.51248920701168,268.1,10,159,0.0629,8,1018.0,0.183,19.5,0,5.09,2,3,1,4,8,3,Steady Core,0,0.057109058599437636
C100602,Beauty & Fashion,Italy,150,4,47.58306291017041,80.65726247894898,255.9,79,358,0.2207,1,546.0,0.213,3.4,0,2.73,6,1,1,2,4,1,At Risk / Dormant,0,0.07646711286378038
C100603,Gaming,Poland,117,12,20.99916109084124,16.004613690022346,67.2,62,212,0.2925,2,249.0,0.348,46.2,1,1.25,0,5,4,1,10,3,Steady Core,0,0.43883120050671814
C100604,Gaming,Italy,238,7,64.26327673237454,105.29147615275724,789.4,47,222,0.2117,3,103.0,0.363,45.7,0,0.52,0,5,1,1,7,3,Steady Core,0,0.24224136024301732
C100605,Music & Dance,Poland,697,12,75.72653706724131,102.2295453491359,1548.3,28,860,0.0326,25,4367.0,0.204,56.1,0,21.84,0,5,4,5,14,4,Star Creators,0,0.04752746772451734
C100606,Beauty & Fashion,UK,590,11,21.304103929095387,186.160102346577,727.1,44,1480,0.0297,4,483.0,0.25,17.5,1,2.42,3,2,4,2,8,0,High-Reach Veterans,0,0.014209333875448748
C100607,Music & Dance,UK,728,7,27.68480340074028,276.90636125376403,894.4,7,186,0.0376,16,710.0,0.351,97.0,0,3.55,0,5,1,3,9,0,High-Reach Veterans,0,0.051782876387261464
